IDCentro,Client,Channel 1,Channel 2,CD
AV39,13873249,UC,UC,CD Monteria
AV10,10305117,UC,UC,CD Turbaco
AV10,12456209,UC,UC,CD Turbaco
AV20,12476655,UC,UC,CD Cucuta
AV04,12937122,UC,UC,CD Tibasosa
AV50,10958207,UC,UC,CD Siberia
AV37,14043672,UC,UC,CD Barrancabermeja
AV47,13023730,UC,UC,CD Sibate
AV17,12641656,UC,UC,CD Girardot
AV42,12173044,UC,UC,CD Tunja
AV12,11550780,UC,UC,CD Valledupar
AV20,12466274,UC,UC,CD Cucuta
AV47,12965548,UC,UC,CD Sibate
AV45,12720488,KA,UC,CD Av Colombia UDC
AV06,12287346,UC,UC,CD Tocancipa
AV46,11440826,UC,UC,CD Cali
AV74,13990215,UC,UC,CD La arenosa
AV53,11739771,UC,UC,CD Bosa UDC
AV46,13757052,UC,UC,CD Cali
AV47,14047479,UC,UC,CD Sibate
AV04,13497340,UC,UC,CD Tibasosa
AV53,12936823,UC,UC,CD Bosa UDC
AV46,12929064,UC,UC,CD Cali
AV20,13773559,UC,UC,CD Cucuta
AV15,10463745,UC,UC,CD Pasto
AV10,10295453,UC,UC,CD Turbaco
AV55,10997511,UC,UC,CD Girardota
AV12,10263822,UC,UC,CD Valledupar
AV55,10548128,UC,UC,CD Girardota
AV04,11485111,UC,UC,CD Tibasosa
AV54,11657682,UC,UC,CD Engativa UDC
AV10,10302815,UC,UC,CD Turbaco
AV54,10653947,UC,UC,CD Engativa UDC
AV57,10904032,UC,UC,CD Tulua
AV49,11732141,UC,UC,CD Metroparque
AV26,11229698,UC,UC,CD Autosur
AV35,11350262,UC,UC,CD San Gil
AV11,14185807,UC,UC,CD Santa Marta
AV39,11255475,UC,UC,CD Monteria
AV42,14118408,KA,UC,CD Tunja
AV39,13224165,UC,UC,CD Monteria
AV46,12155575,UC,UC,CD Cali
AV30,12991623,UC,UC,CD Riohacha
AV47,12627100,UC,UC,CD Sibate
AV50,12172951,UC,UC,CD Siberia
AV13,11707611,UC,UC,CD Corozal
AV15,10462151,UC,UC,CD Pasto
AV42,10291686,UC,UC,CD Tunja
AV06,13918858,UC,UC,CD Tocancipa
AV10,11763610,UC,UC,CD Turbaco
AV18,10333361,UC,UC,CD Neiva
AV20,13189172,UC,UC,CD Cucuta
AV26,11042793,UC,UC,CD Autosur
AV55,10516565,UC,UC,CD Girardota
AV57,11279379,UC,UC,CD Tulua
AV42,12748450,UC,UC,CD Tunja
AV47,13837246,UC,UC,CD Sibate
AV46,12638318,UC,UC,CD Cali
AV28,10323535,UC,UC,CD Popayan
AV10,13499206,UC,UC,CD Turbaco
AV04,11177784,UC,UC,CD Tibasosa
AV78,12944605,UC,UC,CD Montevideo
AV10,10303737,UC,UC,CD Turbaco
AV17,10319230,UC,UC,CD Girardot
AV11,14019962,UC,UC,CD Santa Marta
AV49,11381196,UC,UC,CD Metroparque
AV46,14110302,UC,UC,CD Cali
AV55,10513922,UC,UC,CD Girardota
AV53,12734345,UC,UC,CD Bosa UDC
AV20,11793417,UC,UC,CD Cucuta
AV12,10266469,UC,UC,CD Valledupar
AV04,11342291,UC,UC,CD Tibasosa
AV11,12811050,UC,UC,CD Santa Marta
AV49,13381069,UC,UC,CD Metroparque
AV10,13761044,UC,UC,CD Turbaco
AV78,12172905,UC,UC,CD Montevideo
AV17,12482199,UC,UC,CD Girardot
AV33,13216903,UC,UC,CD Aguachica
AV42,14132419,UC,UC,CD Tunja
AV39,13858428,UC,UC,CD Monteria
AV78,13164948,UC,UC,CD Montevideo
AV35,11493881,UC,UC,CD San Gil
AV42,10295941,UC,UC,CD Tunja
AV20,13330548,UC,UC,CD Cucuta
AV22,11253924,UC,UC,CD Armenia
AV10,14174824,UC,UC,CD Turbaco
AV26,10739455,UC,UC,CD Autosur
AV23,11725559,UC,UC,CD Bucaramanga
AV15,12624151,UC,UC,CD Pasto
AV05,10548095,UC,UC,CD Itagüi
AV42,11473736,UC,UC,CD Tunja
AV55,12403241,UC,UC,CD Girardota
AV12,10267147,UC,UC,CD Valledupar
AV52,10518239,UC,UC,CD Aranjuez UDC
AV22,11121210,UC,UC,CD Armenia
AV42,10948894,UC,UC,CD Tunja
AV24,13735537,UC,UC,CD Yopal
AV33,10815224,UC,UC,CD Aguachica
AV23,13396945,UC,UC,CD Bucaramanga
AV42,10295701,UC,UC,CD Tunja
AV17,12603149,UC,UC,CD Girardot
AV04,11351789,UC,UC,CD Tibasosa
AV17,14017483,UC,UC,CD Girardot
AV42,13767228,UC,UC,CD Tunja
AV11,10150007,UC,UC,CD Santa Marta
AV55,10515113,UC,UC,CD Girardota
AV46,13738324,UC,UC,CD Cali
AV72,13493365,UC,UC,CD Cenfer UDC
AV42,12162162,UC,UC,CD Tunja
AV10,13774401,UC,UC,CD Turbaco
AV46,13929080,UD DSD,UD DSD,CD Cali
AV20,11314936,UC,UC,CD Cucuta
AV39,13235116,UC,UC,CD Monteria
AV26,10936042,UC,UC,CD Autosur
AV78,11288579,Socios,Socios,CD Montevideo
AV42,11129386,UC,UC,CD Tunja
AV49,14080474,UC,UC,CD Metroparque
AV26,12621092,UC,UC,CD Autosur
AV05,10546406,UC,UC,CD Itagüi
AV49,12555375,UC,UC,CD Metroparque
AV10,10305823,UC,UC,CD Turbaco
AV28,11789854,UC,UC,CD Popayan
AV39,12540204,KA,KA,CD Monteria
AV06,13766457,UC,UC,CD Tocancipa
AV68,13684002,UC,UC,CD Bodega MKP Tocancipá
AV20,11477578,UC,UC,CD Cucuta
AV53,12588244,UC,UC,CD Bosa UDC
AV10,14140384,UC,UC,CD Turbaco
AV16,12681307,UC,UC,CD Pereira
AV20,13508702,UC,UC,CD Cucuta
AV20,13654132,UC,UC,CD Cucuta
AV11,13878867,KA,UC,CD Santa Marta
AV55,13075465,UC,UC,CD Girardota
AV46,12576435,UC,UC,CD Cali
AV16,11522033,UC,UC,CD Pereira
AV10,14177596,UC,UC,CD Turbaco
AV35,12959939,UC,UC,CD San Gil
AV74,11541860,UD DSD,UD DSD,CD La arenosa
AV20,13819248,UC,UC,CD Cucuta
AV05,13552915,UC,UC,CD Itagüi
AV78,13802354,UC,UC,CD Montevideo
AV20,11658525,UC,UC,CD Cucuta
AV46,11934777,UC,UC,CD Cali
AV26,11372228,UC,UC,CD Autosur
AV50,13500074,UC,UC,CD Siberia
AV24,11152718,UC,UC,CD Yopal
AV42,11400755,KA,UC,CD Tunja
AV53,10762727,UC,UC,CD Bosa UDC
AV06,14034363,UC,UC,CD Tocancipa
AV37,14028822,UC,UC,CD Barrancabermeja
AV53,11143147,UC,UC,CD Bosa UDC
AV42,10287990,UC,UC,CD Tunja
AV04,14029467,UC,UC,CD Tibasosa
AV26,13380564,UC,UC,CD Autosur
AV18,11496891,UC,UC,CD Neiva
AV24,11281120,UC,UC,CD Yopal
AV50,14031654,UC,UC,CD Siberia
AV30,13995131,UC,UC,CD Riohacha
AV55,14051609,UC,UC,CD Girardota
AV46,12284690,UC,UC,CD Cali
AV12,10265587,UC,UC,CD Valledupar
AV18,13797112,UC,UC,CD Neiva
AV46,11758437,UC,UC,CD Cali
AV50,11934799,UC,UC,CD Siberia
AV47,12209124,UC,UC,CD Sibate
AV06,12628879,UC,UC,CD Tocancipa
AV37,13196436,UC,UC,CD Barrancabermeja
AV05,10542131,UC,UC,CD Itagüi
AV17,12902357,UC,UC,CD Girardot
AV30,12221950,UC,UC,CD Riohacha
AV15,13964448,UC,UC,CD Pasto
AV15,11488741,UC,UC,CD Pasto
AV24,11009482,UC,UC,CD Yopal
AV37,10964574,UC,UC,CD Barrancabermeja
AV05,12206180,UC,UC,CD Itagüi
AV02,13674558,UC,UC,CD Bucaramanga
AV23,12717563,UC,UC,CD Bucaramanga
AV26,10739124,UC,UC,CD Autosur
AV26,13987810,UC,UC,CD Autosur
AV45,12940261,UC,UC,CD Av Colombia UDC
AV10,10299883,UC,UC,CD Turbaco
AV49,14104439,UC,UC,CD Metroparque
AV57,10896509,UC,UC,CD Tulua
AV10,13766395,UC,UC,CD Turbaco
AV27,13679261,UC,UC,CD Ibague
AV23,10437294,UC,UC,CD Bucaramanga
AV35,12965055,UC,UC,CD San Gil
AV50,10633700,UC,UC,CD Siberia
AV42,10295614,UC,UC,CD Tunja
AV26,13850603,UC,UC,CD Autosur
AV47,11549436,UC,UC,CD Sibate
AV57,10910519,UC,UC,CD Tulua
AV05,11251752,UC,UC,CD Itagüi
AV12,10263859,UC,UC,CD Valledupar
AV50,10632865,UC,UC,CD Siberia
AV37,10964470,UC,UC,CD Barrancabermeja
AV04,13930145,UC,UC,CD Tibasosa
AV15,11175125,UC,UC,CD Pasto
AV10,10302504,UC,UC,CD Turbaco
AV50,13495325,UC,UC,CD Siberia
AV28,13477589,UC,UC,CD Popayan
AV50,10634502,UC,UC,CD Siberia
AV28,10320184,UC,UC,CD Popayan
AV19,13925845,UC,UC,CD Villavicencio
AV06,13473929,UC,UC,CD Tocancipa
AV27,13972053,UC,UC,CD Ibague
AV38,12435520,UC,UC,CD Curumani
AV52,10512577,UC,UC,CD Aranjuez UDC
AV16,13054302,UC,UC,CD Pereira
AV53,14150963,UC,UC,CD Bosa UDC
AV17,11762270,UC,UC,CD Girardot
AV05,10541530,UC,UC,CD Itagüi
AV78,13177371,UC,UC,CD Montevideo
AV26,11505194,UC,UC,CD Autosur
AV20,11519641,UC,UC,CD Cucuta
AV30,13204537,KA,UC,CD Riohacha
AV24,11009586,UC,UC,CD Yopal
AV19,11449528,UC,UC,CD Villavicencio
AV42,11615602,UC,UC,CD Tunja
AV25,13450928,UC,UC,CD Honda
AV04,13353761,UC,UC,CD Tibasosa
AV46,11592550,UC,UC,CD Cali
AV72,13954010,UC,UC,CD Cenfer UDC
AV19,11621418,UC,UC,CD Villavicencio
AV66,11575685,UC,UC,CD Chiquinquira
AV50,11211187,UC,UC,CD Siberia
AV49,12265302,UC,UC,CD Metroparque
AV46,13017202,UD DSD,UD DSD,CD Cali
AV50,13980251,UC,UC,CD Siberia
AV10,11621486,UC,UC,CD Turbaco
AV47,11394422,UC,UC,CD Sibate
AV01,10925168,KA,KA,CD Yumbo
AV28,11596221,UC,UC,CD Popayan
AV49,10388203,UC,UC,CD Metroparque
AV05,13980748,UC,UC,CD Itagüi
AV50,13046844,UC,UC,CD Siberia
AV24,14126731,UC,UC,CD Yopal
AV50,14034089,UC,UC,CD Siberia
AV26,12501908,UC,UC,CD Autosur
AV27,13993000,UC,UC,CD Ibague
AV18,10331187,UC,UC,CD Neiva
AV02,12497105,UC,UC,CD Bucaramanga
AV10,11477461,UC,UC,CD Turbaco
AV19,14127981,UC,UC,CD Villavicencio
AV24,14159378,UC,UC,CD Yopal
AV11,13178215,UC,UC,CD Santa Marta
AV37,13662618,UC,UC,CD Barrancabermeja
AV26,13990024,UC,UC,CD Autosur
AV20,12474798,UC,UC,CD Cucuta
AV02,11186793,UC,UC,CD Bucaramanga
AV19,12589118,UC,UC,CD Villavicencio
AV20,11636425,UC,UC,CD Cucuta
AV05,11250185,UC,UC,CD Itagüi
AV46,12611621,UC,UC,CD Cali
AV46,14020373,UC,UC,CD Cali
AV17,13725922,UC,UC,CD Girardot
AV35,13054400,UC,UC,CD San Gil
AV10,12953300,UC,UC,CD Turbaco
AV20,14041062,UC,UC,CD Cucuta
AV55,11563354,UC,UC,CD Girardota
AV12,12118138,UC,UC,CD Valledupar
AV49,10385879,UC,UC,CD Metroparque
AV74,14080747,UC,UC,CD La arenosa
AV27,13404795,UC,UC,CD Ibague
AV50,12514635,UC,UC,CD Siberia
AV78,13529843,UC,UC,CD Montevideo
AV05,11827813,UC,UC,CD Itagüi
AV53,10771161,UC,UC,CD Bosa UDC
AV20,13814399,UC,UC,CD Cucuta
AV38,14138305,UC,UC,CD Curumani
AV13,13852973,UC,UC,CD Corozal
AV37,13834734,UC,UC,CD Barrancabermeja
AV19,12155794,UC,UC,CD Villavicencio
AV74,10391956,UC,UC,CD La arenosa
AV55,10579057,UC,UC,CD Girardota
AV68,12577433,UC,UC,CD Bodega MKP Tocancipá
AV38,13666389,UC,UC,CD Curumani
AV19,13225963,UC,UC,CD Villavicencio
AV05,11089117,UC,UC,CD Itagüi
AV05,14041011,UC,UC,CD Itagüi
AV42,10296855,UC,UC,CD Tunja
AV30,13217533,UC,UC,CD Riohacha
AV13,14096214,UC,UC,CD Corozal
AV74,10382188,UD DSD,UD DSD,CD La arenosa
AV46,11613771,UC,UC,CD Cali
AV26,10741947,UC,UC,CD Autosur
AV27,13835201,UC,UC,CD Ibague
AV47,10750692,UC,UC,CD Sibate
AV19,13009249,UC,UC,CD Villavicencio
AV39,14094077,UC,UC,CD Monteria
AV46,10908727,UC,UC,CD Cali
AV22,14107036,UC,UC,CD Armenia
AV16,12190760,UC,UC,CD Pereira
AV13,13716302,UC,UC,CD Corozal
AV13,13406872,UC,UC,CD Corozal
AV18,12473544,UC,UC,CD Neiva
AV55,13991312,UC,UC,CD Girardota
AV46,14164998,UC,UC,CD Cali
AV05,13843088,UC,UC,CD Itagüi
AV06,13512402,UC,UC,CD Tocancipa
AV30,14080450,UC,UC,CD Riohacha
AV46,12638707,UC,UC,CD Cali
AV66,12725887,UC,UC,CD Chiquinquira
AV18,14140457,KA,KA,CD Neiva
AV54,12212622,UC,UC,CD Engativa UDC
AV50,13810171,UC,UC,CD Siberia
AV36,13835886,UC,UC,CD Fonseca
AV49,10385547,UC,UC,CD Metroparque
AV53,10590789,UC,UC,CD Bosa UDC
AV26,10634185,UC,UC,CD Autosur
AV16,10829866,UC,UC,CD Pereira
AV78,11646722,UC,UC,CD Montevideo
AV05,10534816,UC,UC,CD Itagüi
AV01,10925203,KA,KA,CD Yumbo
AV26,14135541,UC,UC,CD Autosur
AV46,11451354,UC,UC,CD Cali
AV55,13543568,UC,UC,CD Girardota
AV05,10821181,UC,UC,CD Itagüi
AV46,12285885,UC,UC,CD Cali
AV39,12856701,UC,UC,CD Monteria
AV55,10513314,UC,UC,CD Girardota
AV46,12459478,UC,UC,CD Cali
AV33,13187085,UC,UC,CD Aguachica
AV18,14019399,UC,UC,CD Neiva
AV24,11746268,UC,UC,CD Yopal
AV20,13953016,UC,UC,CD Cucuta
AV55,10523318,UC,UC,CD Girardota
AV25,13246988,UC,UC,CD Honda
AV74,10379399,UD DSD,UD DSD,CD La arenosa
AV11,11791098,UC,UC,CD Santa Marta
AV27,13248212,UC,UC,CD Ibague
AV18,14153279,UC,UC,CD Neiva
AV37,10965151,UC,UC,CD Barrancabermeja
AV52,10512442,UC,UC,CD Aranjuez UDC
AV78,10630467,UC,UC,CD Montevideo
AV37,11795985,UC,UC,CD Barrancabermeja
AV39,11396800,UC,UC,CD Monteria
AV11,12773762,UC,UC,CD Santa Marta
AV49,10563038,UC,UC,CD Metroparque
AV49,12107488,UC,UC,CD Metroparque
AV05,10544231,UC,UC,CD Itagüi
AV19,12770113,UC,UC,CD Villavicencio
AV28,10440939,UC,UC,CD Popayan
AV11,14162146,UC,UC,CD Santa Marta
AV17,14148467,UC,UC,CD Girardot
AV47,13186108,UC,UC,CD Sibate
AV78,10620466,UC,UC,CD Montevideo
AV46,13648575,UD DSD,UD DSD,CD Cali
AV74,11588308,KA,KA,CD La arenosa
AV23,12546120,UC,UC,CD Bucaramanga
AV06,12298913,UC,UC,CD Tocancipa
AV37,11491827,UC,UC,CD Barrancabermeja
AV16,10829933,UC,UC,CD Pereira
AV70,11038156,UC,UC,CD Envigado UDC
AV66,13238003,UC,UC,CD Chiquinquira
AV24,14124573,UC,UC,CD Yopal
AV05,10554813,UC,UC,CD Itagüi
AV20,12950632,UC,UC,CD Cucuta
AV11,12184405,UC,UC,CD Santa Marta
AV22,12440671,UC,UC,CD Armenia
AV49,10701334,UC,UC,CD Metroparque
AV10,14174555,UC,UC,CD Turbaco
AV20,12504225,UC,UC,CD Cucuta
AV23,14095287,UC,UC,CD Bucaramanga
AV10,14007252,UC,UC,CD Turbaco
AV55,10514771,UD DSD,UD DSD,CD Girardota
AV78,10627489,UC,UC,CD Montevideo
AV53,11615009,UC,UC,CD Bosa UDC
AV49,10384023,UC,UC,CD Metroparque
AV47,12228492,UC,UC,CD Sibate
AV16,13849723,UC,UC,CD Pereira
AV42,10292568,UC,UC,CD Tunja
AV55,10514209,UC,UC,CD Girardota
AV28,10324171,UC,UC,CD Popayan
AV46,12176835,UD DSD,UD DSD,CD Cali
AV46,13944584,UC,UC,CD Cali
AV46,11295681,UD DSD,UD DSD,CD Cali
AV25,12216674,UC,UC,CD Honda
AV55,13722882,UD DSD,UD DSD,CD Girardota
AV19,12278533,UC,UC,CD Villavicencio
AV10,13483086,UC,UC,CD Turbaco
AV26,11650752,UC,UC,CD Autosur
AV47,13041485,UC,UC,CD Sibate
AV33,10813392,UC,UC,CD Aguachica
AV53,12152614,UC,UC,CD Bosa UDC
AV23,10427089,UC,UC,CD Bucaramanga
AV47,11545233,UC,UC,CD Sibate
AV55,10528523,UC,UC,CD Girardota
AV37,12647737,UC,UC,CD Barrancabermeja
AV46,10897263,UC,UC,CD Cali
AV04,14045207,UC,UC,CD Tibasosa
AV20,11485076,UC,UC,CD Cucuta
AV53,12469152,UC,UC,CD Bosa UDC
AV26,13044496,UC,UC,CD Autosur
AV49,12561226,UC,UC,CD Metroparque
AV20,13653228,UC,UC,CD Cucuta
AV38,13029759,UC,UC,CD Curumani
AV70,11725376,UC,UC,CD Envigado UDC
AV26,12472296,UC,UC,CD Autosur
AV10,14120748,UC,UC,CD Turbaco
AV49,13988815,UC,UC,CD Metroparque
AV06,11406967,UC,UC,CD Tocancipa
AV47,13476942,UC,UC,CD Sibate
AV25,10348971,UC,UC,CD Honda
AV06,13864014,KA,KA,CD Tocancipa
AV46,13110855,UC,UC,CD Cali
AV55,10533819,UD DSD,UD DSD,CD Girardota
AV05,14198822,UC,UC,CD Itagüi
AV68,13193841,UC,UC,CD Bodega MKP Tocancipá
AV74,14150467,UC,UC,CD La arenosa
AV06,10603180,UC,UC,CD Tocancipa
AV37,12773596,UC,UC,CD Barrancabermeja
AV04,10282838,UC,UC,CD Tibasosa
AV19,10414044,UC,UC,CD Villavicencio
AV37,12473020,UC,UC,CD Barrancabermeja
AV22,13525274,UC,UC,CD Armenia
AV78,12154042,UC,UC,CD Montevideo
AV47,14185346,UC,UC,CD Sibate
AV55,13075321,UC,UC,CD Girardota
AV39,13202074,UC,UC,CD Monteria
AV17,13866357,UC,UC,CD Girardot
AV55,10524553,UC,UC,CD Girardota
AV26,12603247,UC,UC,CD Autosur
AV47,10770391,UC,UC,CD Sibate
AV10,14130746,UC,UC,CD Turbaco
AV46,10891379,UC,UC,CD Cali
AV20,12758345,UC,UC,CD Cucuta
AV26,13015195,UC,UC,CD Autosur
AV47,13035788,UC,UC,CD Sibate
AV23,13955818,UC,UC,CD Bucaramanga
AV06,11259035,UC,UC,CD Tocancipa
AV02,13756868,UC,UC,CD Bucaramanga
AV04,10286916,UC,UC,CD Tibasosa
AV46,12741598,UD DSD,UD DSD,CD Cali
AV06,13761909,UC,UC,CD Tocancipa
AV74,14193303,UC,UC,CD La arenosa
AV55,12953447,UC,UC,CD Girardota
AV27,10337181,UC,UC,CD Ibague
AV46,10884422,UC,UC,CD Cali
AV26,11294434,UC,UC,CD Autosur
AV54,10597084,UC,UC,CD Engativa UDC
AV55,10515099,UC,UC,CD Girardota
AV19,11531913,UC,UC,CD Villavicencio
AV24,12570965,UC,UC,CD Yopal
AV34,13364324,UC,UC,CD Puente Nacional
AV27,13760733,UC,UC,CD Ibague
AV20,14134693,UC,UC,CD Cucuta
AV37,14017813,UC,UC,CD Barrancabermeja
AV25,12164050,UC,UC,CD Honda
AV78,12614271,UC,UC,CD Montevideo
AV12,14190979,UC,UC,CD Valledupar
AV26,13878560,UC,UC,CD Autosur
AV16,14142342,UC,UC,CD Pereira
AV15,11420733,UC,UC,CD Pasto
AV37,13741339,UC,UC,CD Barrancabermeja
AV04,13743649,UC,UC,CD Tibasosa
AV39,13344784,UC,UC,CD Monteria
AV27,10327307,UC,UC,CD Ibague
AV05,11780519,UC,UC,CD Itagüi
AV68,10487935,UC,UC,CD Bodega MKP Tocancipá
AV74,11036374,UC,UC,CD La arenosa
AV55,12971193,UC,UC,CD Girardota
AV27,14152118,UC,UC,CD Ibague
AV74,14007102,UC,UC,CD La arenosa
AV05,12776064,UC,UC,CD Itagüi
AV46,10888611,UD DSD,UD DSD,CD Cali
AV04,10282345,UC,UC,CD Tibasosa
AV74,13478822,UC,UC,CD La arenosa
AV16,10463257,UC,UC,CD Pereira
AV19,10411409,UC,UC,CD Villavicencio
AV42,13249676,UC,UC,CD Tunja
AV16,13449297,UC,UC,CD Pereira
AV35,10784995,UC,UC,CD San Gil
AV06,12728009,UC,UC,CD Tocancipa
AV47,14179332,UC,UC,CD Sibate
AV25,13652370,UC,UC,CD Honda
AV42,14093938,UC,UC,CD Tunja
AV15,13448132,UC,UC,CD Pasto
AV27,13499437,UC,UC,CD Ibague
AV15,12745346,UC,UC,CD Pasto
AV06,14035663,KA,KA,CD Tocancipa
AV46,11579946,UC,UC,CD Cali
AV28,11258774,UC,UC,CD Popayan
AV17,12245671,UC,UC,CD Girardot
AV23,14032301,UC,UC,CD Bucaramanga
AV66,10489577,UC,UC,CD Chiquinquira
AV74,14151415,UC,UC,CD La arenosa
AV46,10886487,UD DSD,UD DSD,CD Cali
AV04,10284446,UC,UC,CD Tibasosa
AV66,10489001,UC,UC,CD Chiquinquira
AV18,13723597,UC,UC,CD Neiva
AV19,10419158,UC,UC,CD Villavicencio
AV47,11783094,UC,UC,CD Sibate
AV06,11127892,UC,UC,CD Tocancipa
AV20,11125909,UC,UC,CD Cucuta
AV50,11566741,UC,UC,CD Siberia
AV50,13945701,UC,UC,CD Siberia
AV46,11246327,UD DSD,UD DSD,CD Cali
AV04,14147603,UC,UC,CD Tibasosa
AV42,12563266,UC,UC,CD Tunja
AV39,13364246,UC,UC,CD Monteria
AV25,10345358,UC,UC,CD Honda
AV20,10726550,UC,UC,CD Cucuta
AV46,10885946,UD DSD,UD DSD,CD Cali
AV49,10362403,UC,UC,CD Metroparque
AV42,11414361,UC,UC,CD Tunja
AV04,12992341,KA,UC,CD Tibasosa
AV22,13528323,UC,UC,CD Armenia
AV11,12727551,UC,UC,CD Santa Marta
AV39,11802773,UC,UC,CD Monteria
AV18,12437127,UC,UC,CD Neiva
AV46,11719945,UC,UC,CD Cali
AV26,10758755,UC,UC,CD Autosur
AV23,11217938,UC,UC,CD Bucaramanga
AV13,13329742,UC,UC,CD Corozal
AV04,11762147,UC,UC,CD Tibasosa
AV49,13681604,UC,UC,CD Metroparque
AV05,14156932,UC,UC,CD Itagüi
AV47,14162299,UC,UC,CD Sibate
AV06,10559754,UC,UC,CD Tocancipa
AV72,11791686,UC,UC,CD Cenfer UDC
AV39,13175877,UC,UC,CD Monteria
AV29,13877973,UC,UC,CD San Andres
AV55,13999203,UC,UC,CD Girardota
AV04,12739776,UC,UC,CD Tibasosa
AV05,12800884,UC,UC,CD Itagüi
AV74,13493717,UC,UC,CD La arenosa
AV72,12455117,UC,UC,CD Cenfer UDC
AV05,10564411,KA,KA,CD Itagüi
AV15,14145917,UC,UC,CD Pasto
AV06,14159504,UC,UC,CD Tocancipa
AV52,14008401,UC,UC,CD Aranjuez UDC
AV15,10436869,UC,UC,CD Pasto
AV30,12777473,UC,UC,CD Riohacha
AV06,12117056,UC,UC,CD Tocancipa
AV16,12933609,UC,UC,CD Pereira
AV50,11254648,UC,UC,CD Siberia
AV68,12186632,UC,UC,CD Bodega MKP Tocancipá
AV26,11731350,UC,UC,CD Autosur
AV13,13757824,UC,UC,CD Corozal
AV26,13926752,UC,UC,CD Autosur
AV02,10787485,UC,UC,CD Bucaramanga
AV38,13940138,UC,UC,CD Curumani
AV73,10334656,UC,UC,CD El Jardin UDC
AV68,13949333,UC,UC,CD Bodega MKP Tocancipá
AV26,14038656,UC,UC,CD Autosur
AV26,13023671,UC,UC,CD Autosur
AV05,10564403,KA,KA,CD Itagüi
AV01,12752266,KA,KA,CD Yumbo
AV10,12449791,UC,UC,CD Turbaco
AV78,12288473,UC,UC,CD Montevideo
AV37,14165349,UC,UC,CD Barrancabermeja
AV11,13309095,UC,UC,CD Santa Marta
AV24,13547655,UC,UC,CD Yopal
AV18,12572807,UC,UC,CD Neiva
AV70,10540464,UC,UC,CD Envigado UDC
AV04,12287718,UC,UC,CD Tibasosa
AV66,11199097,UC,UC,CD Chiquinquira
AV26,13492187,UC,UC,CD Autosur
AV24,14102399,UC,UC,CD Yopal
AV53,11544795,UC,UC,CD Bosa UDC
AV47,12158507,UC,UC,CD Sibate
AV57,13823553,UC,UC,CD Tulua
AV26,10625613,UC,UC,CD Autosur
AV42,12117222,UC,UC,CD Tunja
AV18,12113542,UC,UC,CD Neiva
AV04,10280247,UC,UC,CD Tibasosa
AV26,12609872,UC,UC,CD Autosur
AV49,13207252,UC,UC,CD Metroparque
AV29,13733206,UC,UC,CD San Andres
AV13,14049681,UC,UC,CD Corozal
AV10,11401546,UC,UC,CD Turbaco
AV37,13753595,UC,UC,CD Barrancabermeja
AV72,12638696,UC,UC,CD Cenfer UDC
AV27,10332491,UC,UC,CD Ibague
AV10,11404183,UC,UC,CD Turbaco
AV18,11128852,UC,UC,CD Neiva
AV47,14153245,UC,UC,CD Sibate
AV04,10281763,UC,UC,CD Tibasosa
AV19,10419176,UC,UC,CD Villavicencio
AV22,12511878,UC,UC,CD Armenia
AV25,13876971,UC,UC,CD Honda
AV70,11719539,UC,UC,CD Envigado UDC
AV78,14121570,UC,UC,CD Montevideo
AV39,13191607,UC,UC,CD Monteria
AV52,12282404,UC,UC,CD Aranjuez UDC
AV47,13802778,UC,UC,CD Sibate
AV42,14103937,UC,UC,CD Tunja
AV26,12629876,UC,UC,CD Autosur
AV47,10770043,UC,UC,CD Sibate
AV26,10759299,UC,UC,CD Autosur
AV26,12159875,UC,UC,CD Autosur
AV19,13728817,UC,UC,CD Villavicencio
AV50,10589866,UC,UC,CD Siberia
AV55,10523400,UC,UC,CD Girardota
AV22,10365168,UC,UC,CD Armenia
AV42,12887791,UC,UC,CD Tunja
AV10,12129793,UC,UC,CD Turbaco
AV39,13969351,UC,UC,CD Monteria
AV46,11418192,UC,UC,CD Cali
AV37,12625085,UC,UC,CD Barrancabermeja
AV26,14165036,UC,UC,CD Autosur
AV17,14113833,UC,UC,CD Girardot
AV66,13048818,UC,UC,CD Chiquinquira
AV36,12486692,UC,UC,CD Fonseca
AV16,10468975,UC,UC,CD Pereira
AV35,14153128,UC,UC,CD San Gil
AV49,10375986,UC,UC,CD Metroparque
AV20,12111420,UC,UC,CD Cucuta
AV47,11435539,UC,UC,CD Sibate
AV35,12759471,UC,UC,CD San Gil
AV10,12723537,UC,UC,CD Turbaco
AV06,12268452,UC,UC,CD Tocancipa
AV13,10815809,UC,UC,CD Corozal
AV33,12615548,UC,UC,CD Aguachica
AV22,10359735,UC,UC,CD Armenia
AV47,14039145,UC,UC,CD Sibate
AV49,12548182,UC,UC,CD Metroparque
AV28,13722449,UC,UC,CD Popayan
AV22,14088825,UC,UC,CD Armenia
AV50,10628013,UC,UC,CD Siberia
AV35,13449316,UC,UC,CD San Gil
AV33,14144253,UC,UC,CD Aguachica
AV70,10541415,UC,UC,CD Envigado UDC
AV36,13808020,UC,UC,CD Fonseca
AV47,14137842,UC,UC,CD Sibate
AV66,10483925,UC,UC,CD Chiquinquira
AV26,10624910,UC,UC,CD Autosur
AV04,11733298,UC,UC,CD Tibasosa
AV30,14051062,UC,UC,CD Riohacha
AV10,13723947,UC,UC,CD Turbaco
AV49,13538775,UC,UC,CD Metroparque
AV15,10433856,UC,UC,CD Pasto
